               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.020554,            0.011314,           0.0040328,             0.94549,             0.94351,             0.96512,             0.82602,            0.013367,           0.0030672,          0.00012219,            0.004786,            0.004786,            0.004786
                  81,            0.020925,            0.011328,           0.0041123,             0.94696,             0.94464,             0.96524,              0.8281,            0.013346,           0.0030472,          0.00011941,             0.00472,             0.00472,             0.00472
                  82,             0.02065,            0.011255,           0.0040631,             0.94706,             0.94546,             0.96507,             0.82943,            0.013301,           0.0030436,          0.00011695,            0.004654,            0.004654,            0.004654
                  83,            0.020957,            0.011216,           0.0039907,             0.95032,             0.94362,             0.96531,             0.82899,            0.013252,            0.003033,          0.00011585,            0.004588,            0.004588,            0.004588
                  84,            0.019933,            0.011174,           0.0038996,             0.95078,             0.94397,             0.96587,             0.83232,            0.013235,           0.0030155,          0.00011393,            0.004522,            0.004522,            0.004522
                  85,              0.0206,            0.011121,           0.0038756,             0.94972,             0.94596,             0.96639,             0.83394,            0.013187,           0.0030021,           0.0001138,            0.004456,            0.004456,            0.004456
                  86,            0.020641,            0.011247,           0.0040164,                0.95,             0.94637,             0.96672,             0.83473,             0.01314,           0.0029951,          0.00011348,             0.00439,             0.00439,             0.00439
                  87,             0.02023,            0.011097,           0.0037007,             0.94696,             0.94959,             0.96827,              0.8365,            0.013073,           0.0029847,           0.0001099,            0.004324,            0.004324,            0.004324
                  88,            0.020204,            0.011093,            0.004016,             0.94568,             0.95054,             0.96852,             0.83768,            0.013017,           0.0029745,          0.00010819,            0.004258,            0.004258,            0.004258
                  89,            0.020726,            0.011058,           0.0033523,             0.94562,             0.95004,             0.96851,             0.83902,            0.012996,           0.0029651,           0.0001085,            0.004192,            0.004192,            0.004192
                  90,            0.019567,            0.011012,           0.0036246,              0.9483,             0.95036,             0.96878,             0.83919,            0.012971,           0.0029575,          0.00010773,            0.004126,            0.004126,            0.004126
                  91,             0.01946,            0.011014,           0.0038593,             0.94797,             0.95114,             0.96885,             0.84069,            0.012959,           0.0029515,          0.00010575,             0.00406,             0.00406,             0.00406
                  92,            0.020336,            0.011098,             0.00424,             0.95034,             0.95108,             0.96876,             0.84117,            0.012951,           0.0029546,          0.00010434,            0.003994,            0.003994,            0.003994
                  93,            0.020234,            0.010948,           0.0035462,             0.94957,             0.95203,             0.96877,             0.84123,            0.012922,           0.0029539,           0.0001038,            0.003928,            0.003928,            0.003928
                  94,             0.01975,            0.010967,           0.0035841,             0.94981,             0.95264,             0.96926,             0.84089,              0.0129,           0.0029535,          0.00010245,            0.003862,            0.003862,            0.003862
                  95,             0.01954,             0.01096,           0.0037336,             0.95007,             0.95225,             0.96898,             0.84172,            0.012876,           0.0029492,          0.00010101,            0.003796,            0.003796,            0.003796
                  96,            0.019873,             0.01088,           0.0035369,             0.95163,             0.95331,             0.97014,             0.84222,             0.01286,           0.0029452,          9.9542e-05,             0.00373,             0.00373,             0.00373
                  97,             0.01977,            0.010786,           0.0036817,             0.95104,              0.9527,             0.96996,             0.84227,            0.012837,           0.0029415,            9.88e-05,            0.003664,            0.003664,            0.003664
                  98,            0.019463,            0.010802,           0.0035442,             0.95175,             0.95285,             0.97069,             0.84224,            0.012815,           0.0029429,          9.7458e-05,            0.003598,            0.003598,            0.003598
                  99,            0.019143,            0.010788,           0.0032631,             0.95194,             0.95248,             0.97054,             0.84277,            0.012785,           0.0029408,          9.6266e-05,            0.003532,            0.003532,            0.003532
                 100,            0.019462,            0.010806,           0.0032681,             0.95221,             0.95159,             0.97053,              0.8427,            0.012758,           0.0029383,          9.4697e-05,            0.003466,            0.003466,            0.003466
                 101,            0.018996,            0.010545,           0.0032316,             0.95294,             0.95272,             0.97095,             0.84337,            0.012743,           0.0029345,          9.3925e-05,              0.0034,              0.0034,              0.0034
                 102,            0.019817,            0.010775,           0.0033975,             0.95388,             0.95344,             0.97143,             0.84384,             0.01273,           0.0029316,          9.2235e-05,            0.003334,            0.003334,            0.003334
                 103,            0.019088,            0.010719,           0.0031225,             0.95406,             0.95357,             0.97146,             0.84455,            0.012714,            0.002928,          9.0721e-05,            0.003268,            0.003268,            0.003268
                 104,            0.018859,            0.010576,           0.0032216,             0.95367,             0.95392,             0.97145,              0.8451,            0.012695,           0.0029245,          8.9657e-05,            0.003202,            0.003202,            0.003202
                 105,            0.018663,            0.010582,           0.0031074,              0.9546,             0.95299,             0.97147,             0.84571,            0.012682,           0.0029184,          8.8864e-05,            0.003136,            0.003136,            0.003136
                 106,             0.01892,            0.010491,           0.0032248,             0.95507,             0.95347,             0.97199,             0.84645,            0.012665,           0.0029147,          8.7728e-05,             0.00307,             0.00307,             0.00307
                 107,            0.018871,            0.010473,           0.0033772,              0.9552,             0.95421,             0.97193,             0.84673,            0.012645,           0.0029105,          8.7109e-05,            0.003004,            0.003004,            0.003004
                 108,             0.01862,            0.010414,           0.0031127,             0.95513,              0.9543,             0.97198,             0.84756,            0.012628,           0.0029075,          8.6008e-05,            0.002938,            0.002938,            0.002938
                 109,            0.019044,            0.010484,           0.0031912,             0.95546,             0.95305,             0.97146,             0.84772,            0.012611,           0.0029071,          8.5349e-05,            0.002872,            0.002872,            0.002872
                 110,             0.01892,             0.01054,           0.0033091,             0.95331,              0.9551,             0.97146,             0.84797,            0.012592,           0.0029063,          8.4252e-05,            0.002806,            0.002806,            0.002806
                 111,            0.018218,            0.010498,           0.0029274,             0.95341,             0.95474,             0.97146,             0.84804,            0.012575,           0.0029038,          8.3434e-05,             0.00274,             0.00274,             0.00274
                 112,            0.018422,            0.010352,           0.0027717,             0.95444,             0.95455,             0.97148,             0.84859,            0.012557,           0.0029022,          8.2403e-05,            0.002674,            0.002674,            0.002674
                 113,            0.018606,            0.010334,           0.0029407,             0.95461,             0.95441,             0.97169,             0.84856,            0.012537,           0.0029009,          8.1721e-05,            0.002608,            0.002608,            0.002608
                 114,            0.018563,            0.010371,           0.0027032,             0.95435,               0.955,             0.97173,             0.84915,            0.012518,           0.0028983,          8.1472e-05,            0.002542,            0.002542,            0.002542
                 115,            0.018085,            0.010345,           0.0028119,             0.95459,              0.9548,             0.97174,             0.84923,            0.012506,           0.0028988,          8.0881e-05,            0.002476,            0.002476,            0.002476
